4;11;2019
31;7;2019
22;7;2019
21;7;2019
20;7;2019
19;7;2019
4;4;2019
21;3;2019
15;8;2017
14;8;2017
30;5;2017
22;4;2016
8;1;2016
7;1;2016
6;1;2016
5;1;2016
29;8;2012
18;7;2010
